id,subject,body,true_label
31,=?big5?Q?=A7A=B7=C7=B3=C6=A6n=A4F=B6=DC=3F?=,"This is a multi-part message in MIME format.

------=_NextPart_vXklypZzzDWWhOFZ5e1rZ
Content-Type: multipart/alternative;
	boundary=""----=_NextPart_vXklypZzzDWWhOFZ5e1rZAA""


------=_NextPart_vXklypZzzDWWhOFZ5e1rZAA
Content-Type: text/html;
	charset=""big5""
Content-Transfer-Encoding: base64

PGh0bWw+DQoNCjxoZWFkPg0KPG1ldGEgaHR0cC1lcXVpdj0iQ29udGVudC1MYW5ndWFnZSIgY29u
dGVudD0iemgtdHciPg0KPG1ldGEgbmFtZT0iR0VORVJBVE9SIiBjb250ZW50PSJNaWNyb3NvZnQg
RnJvbnRQYWdlIDUuMCI+DQo8bWV0YSBuYW1lPSJQcm9nSWQiIGNvbnRlbnQ9IkZyb250UGFnZS5F
ZGl0b3IuRG9jdW1lbnQiPg0KPG1ldGEgaHR0cC1lcXVpdj0iQ29udGVudC1UeXBlIiBjb250ZW50
PSJ0ZXh0L2h0bWw7IGNoYXJzZXQ9YmlnNSI+DQo8dGl0bGU+s2+sT6llsFWl0bFNt368c6dppL2l
caVOtW+kxaq9sbWmXqtItUyqa7G1pqwgy+c8L3RpdGxlPg0KPC9oZWFkPg0KDQo8Ym9keT4NCg0K
PHAgc3R5bGU9Im1hcmdpbi10b3A6IDBweDsgbWFyZ2luLWJvdHRvbTogMHB4Ij48Zm9udCBjb2xv
cj0iIzgwODA4MCI+DQqzb6xPqWWwVaXRsU23frxzp2mkvaVxpU61b6TFqr2xtaZeq0i1TKprsbWm
rCDL5yB+ICE8L2ZvbnQ+PC9wPg0KPGhyIFNJWkU9IjEiPg0KPGRpdiBhbGlnbj0iY2VudGVyIj4N
CiAgPGNlbnRlcj4NCiAgPHRhYmxlIHN0eWxlPSJib3JkZXI6IDFweCBkb3R0ZWQgI0ZGMDAwMDsg
OyBib3JkZXItY29sbGFwc2U6Y29sbGFwc2UiIGhlaWdodD0iMzY1IiBjZWxsU3BhY2luZz0iMCIg
Y2VsbFBhZGRpbmc9IjAiIHdpZHRoPSI2MDQiIGJvcmRlcj0iMCIgYm9yZGVyY29sb3JsaWdodD0i
IzAwODAwMCIgYm9yZGVyY29sb3I9IiMxMTExMTEiPg0KICAgIDx0cj4NCiAgICAgIDx0ZCB2QWxp
Z249ImNlbnRlciIgYWxpZ249Im1pZGRsZSIgd2lkdGg9IjU5OCIgYmdDb2xvcj0iI0ZGRkYwMCIg
aGVpZ2h0PSIzNjUiPg0KICAgICAgPHAgYWxpZ249ImNlbnRlciI+oUA8L3A+DQogICAgICA8cCBh
bGlnbj0iY2VudGVyIj48Zm9udCBmYWNlPSK80LeixekiIHNpemU9IjQiIGNvbG9yPSIjMDAwMEZG
Ij6mbqpCpM2w2iE8L2ZvbnQ+PC9wPg0KICAgICAgPHAgYWxpZ249ImNlbnRlciI+PGZvbnQgZmFj
ZT0ivNC3osXpIiBzaXplPSI0IiBjb2xvcj0iIzAwMDBGRiI+DQogICAgICCzXKZopEiv4KRPqFOm
s6Txp0GmbiymXaywtHi0pKRGrsm+9zwvZm9udD48L3A+DQogICAgICA8cCBhbGlnbj0iY2VudGVy
Ij48Zm9udCBmYWNlPSK80LeixekiIHNpemU9IjQiIGNvbG9yPSIjMDAwMEZGIj6p0qVIpGq1b6dR
passs9C3fq1QtEksPC9mb250PjwvcD4NCiAgICAgIDxwIGFsaWduPSJjZW50ZXIiPjxmb250IGZh
Y2U9IrzQt6LF6SIgc2l6ZT0iNCIgY29sb3I9IiMwMDAwRkYiPrNcpmg8L2ZvbnQ+PGZvbnQgZmFj
ZT0ivNC3osXpIiBjb2xvcj0iI0ZGMDAwMCIgc2l6ZT0iNiI+vve3fDwvZm9udD48Zm9udCBmYWNl
PSK80LeixekiIHNpemU9IjQiIGNvbG9yPSIjMDAwMEZGIj6lbqr5rsksqbmpuaV1PC9mb250Pjxm
b250IGZhY2U9IrzQt6LF6SIgY29sb3I9IiNGRjAwRkYiIHNpemU9IjYiPqazM6ztxMEhPC9mb250
PjwvcD4NCiAgICAgIDxwIGFsaWduPSJjZW50ZXIiPjxmb250IGZhY2U9IrzQt6LF6SIgc2l6ZT0i
NCIgY29sb3I9IiMwMDAwRkYiPrROpl2ssCZxdW90OzwvZm9udD48Zm9udCBmYWNlPSK80Leixeki
IGNvbG9yPSIjMDAwMEZGIiBzaXplPSI1Ij6ko6XMpN8mcXVvdDs8L2ZvbnQ+PGZvbnQgZmFjZT0i
vNC3osXpIiBzaXplPSI0IiBjb2xvcj0iIzAwMDBGRiI+s3m0TrNcpmikSKZis2+4zKaopVw8L2Zv
bnQ+PC9wPg0KICAgICAgPHAgYWxpZ249ImNlbnRlciI+PGZvbnQgZmFjZT0ivNC3osXpIiBzaXpl
PSI0IiBjb2xvcj0iIzAwMDBGRiI+s8yxTbd+qrq5zraku7K+ybF6PC9mb250PjwvcD4NCiAgICAg
IDxwIGFsaWduPSJjZW50ZXIiPjxhIGhyZWY9Imh0dHA6Ly92aWMuaDhoLmNvbS50dy8iPg0KICAg
ICAgPGZvbnQgc2l6ZT0iNiIgZmFjZT0ivNC3osXpIiBjb2xvcj0iI0ZGMDAwMCI+MrhVpLi26qRA
rdOkcKbRwfOqurnaPC9mb250PjwvYT48L3A+DQogICAgICA8cCBhbGlnbj0iY2VudGVyIj4yMKTA
xMGs3cC0s2+t0773t3wsp0G0TqxPptukdqq6pUSkSCGvrLF6pm65QjwvcD4NCiAgICAgIDxwPjxm
b250IGNvbG9yPSIjZmYwMGZmIj48YSBocmVmPSJodHRwOi8vdmljLmg4aC5jb20udHcvIj4NCiAg
ICAgIGh0dHA6Ly92aWMuaDhoLmNvbS50dzwvYT48L2ZvbnQ+PHA+PGZvbnQgY29sb3I9IiNGRjAw
MDAiPg0KICAgICAgPHNwYW4gbGFuZz0iZW4tdXMiPjxmb250IHNpemU9IjciPnBzOjwvZm9udD48
L3NwYW4+t1G2aaRAqEKqvrlEpnCm86ZirmG7tMNQpc669Lj0wcikar/6LKVpPC9mb250Pjxmb250
IHNpemU9IjQiIGNvbG9yPSIjMDAwMEZGIj6nS7ZPs/imV7r0uPSvU7BWPC9mb250PjxwPg0KICAg
ICAgPGZvbnQgY29sb3I9IiNGRjAwMDAiPqZwqkesebZxuUywqqzdpKOo7L11pFe8dqT5LKVpr8Go
+qdLtk+z0Ld+pfq60DwvZm9udD48Zm9udCBjb2xvcj0iIzAwMDBGRiI+KL3QpmKtuq22r2SkValt
ple5cbjcpu2nfSk8L2ZvbnQ+PHA+oUA8cD4NCiAgICAgIKFAPHA+oUA8cD6hQDwvdGQ+DQogICAg
PC90cj4NCiAgPC90YWJsZT4NCiAgPC9jZW50ZXI+DQo8L2Rpdj4NCjxociBTSVpFPSIxIj4NCjxw
IHN0eWxlPSJtYXJnaW4tdG9wOiAwcHg7IG1hcmdpbi1ib3R0b206IDBweCIgYWxpZ249ImNlbnRl
ciI+DQo8Zm9udCBjb2xvcj0iI2ZmMDAwMCI+pnCms6W0wlq90KijvcyhQaSjt1GmQaasqOymuatI
vdCr9iZuYnNwOyAtJmd0OyZuYnNwOyAoPGEgaHJlZj0iaHR0cDovL3gtbWFpbC5oOGguY29tLnR3
IiB0YXJnZXQ9Il9ibGFuayI+qdqmrLxzp2k8L2E+KTwvZm9udD48L3A+DQoNCjwvYm9keT4NCg0K
PC9odG1sPg==


------=_NextPart_vXklypZzzDWWhOFZ5e1rZAA--
------=_NextPart_vXklypZzzDWWhOFZ5e1rZ--",fraudulent
32,Dreams can cost less Replica watches from Rolex here,"Reliable watches for everyone at Replica Classics

Ravishing Bvlgari watches at Replica Classics   

Replica watches from Officine Panerai closest to original   

http://blockvatreb.com/",fraudulent
33,Direct message from SpamExperts via web,"zz Processor load (AVG5>10) m_d-hosting_mxy: OFF
9.67

SpamExperts / spamexperts

--
follow me at http://twitter.com/spamexperts
reply on the web at http://twitter.com/direct_messages/create/spamexperts
send me a direct message from your phone or IM: D SPAMEXPERTS your message here.
turn off these email notifications at: http://twitter.com/account/notifications",legitimate
34,CNN Alerts: My Custom Alert,"CNN Alerts: My Custom Alert






 



Alert Name: My Custom Alert
Cheat your way into Ivy League

Fri, 8 Aug 2008 16:36:05 +0300

FULL STORY



You have agreed to receive this email from CNN.com as a result of your CNN.com preference settings.
To manage your settings click here.
To alter your alert criteria or frequency or to unsubscribe from receiving custom email alerts, click here.


Cable News Network. One CNN Center, Atlanta, Georgia 30303
Â© 2008 Cable News Network.
A Time Warner Company
All Rights Reserved.
View our privacy policy and terms.",fraudulent
35,Re: [Python-Dev] NeedsReview keyword,"> I think it would be useful for the tracker to grow a ""NeedsReview""
> keyword. I realize the ""patch"" keyword does some of this, but it may
> just represent some initial or trivial work. ""NeedsReview"" should
> represent a mature patch that some senior dev needs to look hard at
> and make the choice.

Not sure what problem that would solve. Over time, I would expect that
any open patch also grows the ""NeedsReview"" keyword, making the keyword
pointless. If somebody specifically should review a certain proposed
change, the change should be assigned to that person. If someone in
a group should review, they should be contacted by email.

Regards,
Martin
_______________________________________________
Python-Dev mailing list
zvllln-eum@python.org
http://mail.python.org/mailman/listinfo/python-dev
Unsubscribe: http://mail.python.org/mailman/options/python-dev/python-dev%40tangomu.com",legitimate
36,""" quit your job and wo : rk on ebay , . sktiondenoy","r .
s
learn to make a
fortune with ebay !
complete turnkey
system software - videos -
turorials
click here for information
click
here if you
would not like to receive future
mailings .",fraudulent
37,Re: [Python-3000] range() issues,"On Wed, Apr 30, 2008 at 3:49 PM, Greg Ewing  wrote:
> Guido van Rossum wrote:
>
> > I would like to see the following:
> >
> > - sq_length should return maxsize if the actual value doesn't fit
> >
>
>  So that code will silently behave as though the rest of
>  the sequence wasn't there some of the time?

Only if it uses LBYL.

>  Can you elaborate on the rationale for this? I'm having
>  trouble seeing how it's a good idea.

Ask the designers of the Java collections package.

-- 
--Guido van Rossum (home page: http://www.python.org/~guido/)
_______________________________________________
Python-3000 mailing list
smsbmo-9552@python.org
http://mail.python.org/mailman/listinfo/python-3000
Unsubscribe: http://mail.python.org/mailman/options/python-3000/python-3000%40tangomu.com",legitimate
38,Re: [Python-3000] lambda,"On Thu, Mar 27, 2008 at 3:13 AM, Greg Ewing  wrote:
> Leif Walsh wrote:
>  > On Wed, Mar 26, 2008 at 7:34 PM, Greg Ewing  wrote:
>  >
>
> >>   x, y => x + y
>  >
>  > If something like this is adopted, I plead that := is chosen.
>
>  No, that would be massively confusing, since := is
>  an assignment operator in some languages, notably
>  Pascal.

Wow, I was entirely too tired when I came up with that.  Don't pay any
attention to me.

-- 
Cheers,
Leif
_______________________________________________
Python-3000 mailing list
smsbmo-9552@python.org
http://mail.python.org/mailman/listinfo/python-3000
Unsubscribe: http://mail.python.org/mailman/options/python-3000/python-3000%40tangomu.com",legitimate
39,- Custom Websites for $399 Complete! (1709D@5),"**Beautiful, 100% Custom Websites, $399 Complete!**  
  
---  
  
|

|  |

![](http://7x24.sunshinehui.com/mnbv/csi.gif)

|

**Get a beautiful, 100% Custom Web Site ( _or yours redesigned_ )  _for only
$389_!*  
  
We have references coast to coast  
and will give you _plenty of sites to view!_**  
  
---|---  
  
**Includes up to 7 pages (you can add more), java rollover buttons, feedback
forms, more. It will be constructed to your taste and specifications. We do
not use templates,   _our sites are completely custom.  _   * _Must host with
us @ $19.95/mo (100 Megs, 20 Email accounts, Control Panel, Front Page,
Graphical Statistics, more).  
_**  
  **_For sites to view, complete below or call our message center at
    321-726-2209 (24 hours). Your call will be returned promptly._  
  
** ** _NOTE:    If you are using a web based email program (such as Yahoo,
Hotmail, etc.) the form below will not work._  Instead of using the form,
_CLICK HERE_ .**

    Name: Phone w/AC*:State:   
Type Project: ___New Site: Redesign Flash Intro/banner_   Current site?:  
Comments:  
  
  
  
If you do not wish to receive our messages, **_CLICK HERE   (Please enter ALL
email addresses (in the body of the message) you wish to have eliminated from
future mailings.

_**  
  
[3121jDvN9-@9]",fraudulent
40,office xp - $ 60,"we
presents the widest selection of warez cds at lowest prices !
we sell backup cds , also known as
warez cds . backup cds are copies of software . for example if you go into a
shop and buy windows xp pro , for about $ 299 you get the serial , the cd , the box
and the manual . when you order from power backups you get the windows xp
cd and the serial number . it works exactly the same , but you don ' t get the
manual and the fancy box . that is a saving of $ 280 , and the only difference is
you don ' t have a colorful box and manual - which are not very
useful .
best selling
cds :
photoshop 7 . 0
ms windows xp
ms office xp
warcraft iii
flash mx
buy first cd for $ 59 . 99 ,
second cd for $ 16 . 99 , get one free !
what
we offer :
- 24 / 7 support on icq and
email - shipping worldwide - secure payment processing
- newest releases -
best selection of cds - best prices on the
internet
our customer ' s
comments :
john s . thanks guys , i just got the set of cd ' s and they work as promised .
you got a happy customer ready to order some more and i ' ll send more
customers .
mike j . i only want you to now that the cd i ordered had arrived . i was a
little suspicious when i ordered the stuff , but i was wrong . thanks for your
services and never let the site go down .
chris n . top marks for an excellent service . your speed of response to my
query was second to none . i ' ll certainly be buying from you in future . keep up
the good work , guys .
to
order please click here",fraudulent
41,you deserve a better loan,"sir or madam :
we are glad to confirm that your mor tgage application has been accepted
we specialize in less - then - perfect cr edit , and you will soon be making enormous monthly sav ings .
could you please take 1 minute to visit the link below and fill out your info .
http : / / www . lmort 30 . info /
thank you ,
we look forward to hearing from you
yours sincerely",fraudulent
42,Order Rolex Replica //atches 0nline!,"Jaeger-LeCoultre replica watch Time is our job and we do it well 

Most reliable replica from Patek Philippe ...   

Delightsome Bvlgari watches at Replica Classics   

http://dryadsnedsjaw.com/",fraudulent
43,nathaniel energy ( otcbb : necx ) strap your portfolio to a rocket ?,"the growth stock report : nathaniel energy ( alternative energy company )
the next gangbuster growth stock ?
nathaniel energy ( 0 tcbb : necx )
revenues ql 2004 : $ 3 , 346 , 792 vs . ql 2003 : $ 104 , 915
( source : 10 q 5 / 14 / 04 )
nathaniel energy has a 51 % ownership interest in a helium and gas processing
facility in keyes , oklahoma . this facility produces 2 , 000 , 000 mcf ( thousand
cubic feet ) of natural gas annually , 5 , 500 mcf of natural gas daily and
3 , 600 gallons of natural gas liquids daily . a more detailed ownership
description of our keyes operation is contained under the heading corporate
history below . nathaniel energy also acquired a 130 - mile pipeline that
collects natural gas for the plant from over 50 gas wells . the acquisition
included a take - and - pay contract with air products and chemicals , inc . for
the helium production and an operating agreement with colorado interstate
gas company for the sale of processed natural gas . the natural gas liquids
recovered by the plant are sold to various parties .
( source : 10 k 3 / 25 / 04 )
look how much money you would have made if you knew about these low priced
stocks :
otcbb : zapz : closed march 31 st at $ . 60 . closed friday may 18 at $ 3 . 92 . up
553 % ! !
otcbb : arme : closed march 31 st at $ . 26 . closed may 4 th at $ 1 . 50 . up 476 % ! !
otcbb : snvbf : closed october 31 , 2003 at $ . 79 . closed may 25 th at $ 4 . 47 . up
465 % ! !
* necx * * *
recent headlines :
* nathaniel energy corp . extends agreement with cimarron industrial park
authority to develop 190 acre site for waste - to - energy plant .
* nathaniel energy announces financial results with 2004 first quarter
revenue of $ 3 . 3 million
about the company : turning carbon based materials into inexpensive
electrical and thermal energy : here is the sizzle . . . . . . .
nathaniel energy provides industry with an alternative energy comparable to
that of fossil fuels . its proprietary patented technology , the thermal
combustor ( tm ) , is a 2 - stage gasification system designed to combust waste ,
biomass , tires and any other solid , carbon - based materials into inexpensive
electrical and thermal energy , while exceeding the most stringent epa and
european union regulations .
* necx * * *
strongly consider the following points :
* many of these stocks are undiscovered and uncovered ! when wall street gets
a whiff of them , look out ! !
* * many of these undiscovered stocks are like coiled springs , wound tighter
than a sling shot under the surface - and ready to explode ! this company is
uncovered by wall street !
* all it takes is an explosive news announcement , some savvy investors or a
mutual fund to get wind of this company and necx could go ballistic ! !
dis - claim - er
information within this email contains forward looking statements within
the meaning of section 27 a of the securities act of 1933 and section 21 b of
the securities exchange act of 1934 . any statements that express or involve
discussions with respect to predictions , expectations , beliefs , plans ,
projections , objectives , goals , assumptions or future events or performance
are not statements of historical fact and may be forward looking
statements . forward looking statements are based on expectations , estimates
and projections at the time the statements are made that involve a number of
risks and uncertainties which could cause actual results or events to differ
materially from those presently anticipated . forward looking statements in
this action may be identified through the use of words such as projects ,
foresee , expects , will , anticipates , estimates , believes ,
understands or that by statements indicating certain actions may ,
could , or might occur . as with many microcap stocks , today ' s company has
additional risk factors worth noting . the company has a going concern opinion
from its auditor , has relied on loans from officers and an affiliate
shareholder to pay expenses , has a large accumulated deficit since its
inception and is involved in litigation in the normal course of its
business , none of which is anticipated to have a material adverse effect on
its financial condition , operations or prospects . the company will need to
obtain financing . there can be no assurance of that happening . on june 7 ,
2004 , nathaniel energy corporation issued a press release that its helium
and gas processing facility in keyes , oklahoma experienced a fire , that
there were no injuries , and that repairs are underway . the growth stock
report does not represent that the information contained in this message
states all material facts or does not omit a material fact necessary to make
the statements therein not misleading . all information provided within this
email pertaining to investing , stocks , securities must be understood as
information provided and not investment advice . the growth stock report
advises all readers and subscribers to seek advice from a registered
professional securities representative before deciding to trade in stocks
featured within this email . none of the material within this report shall be
construed as any kind of investment advice or solicitation . many of these
companies are on the verge of bankruptcy . you can lose all your money by
investing in this stock . the publisher of the growth stock report is not a
registered in - vest - ment advisor . subscribers should not view information
herein as legal , tax , accounting or investment advice . any reference to past
performance ( s ) of companies are specially selected to be referenced based on
the favorable performance of these companies . you would need perfect timing
to acheive the results in the examples given . there can be no assurance of
that happening . remember , as always , past performance is nev - er indicative of
future results and a thorough due diligence effort should be completed prior
to investing . past performance is nev - er indicative of future results . the
growth stock report has no relationship with zapz , arme , or snvbf . ( source
for price information : yahoo finance historical ) . in compliance with the
securities act of 1933 , sectionl 7 ( b ) , the the growth stock report discloses
the receipt of four thousand dollars from a third party , not an officer ,
director or affiliate shareholder of the company for the circulation of this
report . be aware of an inherent conflict of interest resulting from such
compensation due to the fact that this is a paid advertisement . all factual
information in this report was gathered from public sources , including but
not limited to company websites , sec filings and company press releases . the
growth stock report believes this information to be reliable but can make
no guaran - tee as to its accuracy or completeness . use of the material within
this e - mail constitutes your acceptance of these terms .",fraudulent
44,Re: [Python-3000] python-safethread project status,"Dnia 17-03-2008, Pn o godzinie 11:56 -0600, Adam Olsen pisze: > I've replaced __del__ API (which resurrected objects) with a > __finalize__/__finalizeattrs__ API (which doesn't).  Attributes listed > in __finalizeattrs__ are proxied into a core object, a finalizer > thread is given a reference to the core, and when the main object is > deleted the GC asynchronously notifies the finalizer thread so that it > can call core.__finalize__().  The net result is an API very similar > to __del__ (you need to list attributes it might use), but it's now > impossible for the GC to run arbitrary code (I even enforce this). Ah! Irrespective of other issues, I like this very much. This design agrees with my understanding of how finalization should behave, except that I haven't had details in mind which would fit Python. My abstract design needs the finalization function to somehow access parts of the dying object, but not the object itself, and this design shows how to actually do it in a convenient way. --     __(""<         Marcin Kowalczyk    \\__/       kbjbvc@knm.org.pl     ^^     http://qrnik.knm.org.pl/~qrczak/ _______________________________________________ Python-3000 mailing list smsbmo-9552@python.org http://mail.python.org/mailman/listinfo/python-3000 Unsubscribe: http://mail.python.org/mailman/options/python-3000/python-3000%40tangomu.com",legitimate
45,need low priced software ? walgreen ploy,"colt grossest purges
aberrations patriarchy mauricio
keenest drawn instruct mincemeat inwards
archipelagoes spinal flames
intraline ideological applicability playmates pastes
bottoms crudest rasps double landscape
strawberry salesman dissident conflicting
sampled stepchild facilitate advanced
retransmitting jeep expectations bystander",fraudulent
46,From Katy Padilla,"Pe btm nis En cyh large ooq ment: Does It Work?
Order The Top Pen go is Patches !",fraudulent
47,fw : credit watch list - - week of 9 / 17 / 01,"louise ,
i think that john ( see below ) raises a valid point regarding our credit dismissal of the airline industry . enron does a very good job "" wooing "" a sector doing good times , but as soon as the commercial operations get tough we dump like a hot potato . as such , when we will try to entertain the airline sector in the future to do risk management and hedging through enron , substantial ill will this from prior disposal will have been created . do we care ?
i have got to think that there should exist sufficient origination opportunities for companies going into bankruptcy - - maybe for lydecker ' s organization ?
just a thought , mrha
- - - - - original message - - - - -
from : grass , john
sent : tuesday , september 18 , 2001 9 : 02 am
to : mrha , jean
subject : fw : credit watch list - - week of 9 / 17 / 01
jean ,
i am forwarding the credit watch list for your review . i have one concern as a member of the origination team ( "" no trades "" - - nine energy services , llc and all airline counterparties ( including but not limited to the following ) : air canada , airtran holdings , america west airlines , america west holdings corp . , american airlines , inc . , amr corp . , chautauqua airlines , continental airlines , delta air lines , jet blue airways , midway airlines , northwest airlines , sabina blanca sl , southwest airlines , united air lines , u . s . airways and the val group . ) i would hope that we are not just abandoning this segment of the industry . i know enron has been courting these counterparties for the last few years to hedge their energy needs . i hope we are doing whatever is possible to work through the financial issues . if enron is going to keep market share in this industry we need to think about how we manage the risk and retain the customers .
- - - - - original message - - - - -
from : espinoza , veronica
sent : monday , september 17 , 2001 1 : 33 pm
to : brackett , debbie r . ; bradford , william s . ; conner , andrew r . ; fitzgerald , genia ; hanse , patrick ; murphy , melissa ann ; theriot , kim s . ; yoder , christian ; miller , mike j . ; neal , steve ; olinger , kimberly s . ; otto , charles h . ; parquet , david ; pereira , susan w . ; perlman , beth ; pollan , sylvia s . ; price , brent a . ; reck , daniel ; reeves , leslie ; ring , andrea ; shackleton , sara ; shankman , jeffrey a . ; shively , hunter s . ; sorenson , jefferson d . ; south , steven p . ; allen , phillip k . ; allen , thresa a . ; arnold , john ; aucoin , berney c . ; baughman , edward d . ; bowen , bob ; brawner , sandra f . ; brazaitis , greg ; breslau , craig ; coleman , brad ; donohoe , tom ; etringer , michael ; foster , chris h . ; glover , sheila ; suh , jungsuk ; taylor , mark e ( legal ) ; tholt , jane m . ; thomas , jake ; lagrasta , fred ; scheuer , janelle ; gilbert , george n . ; fraser , jennifer ; mellencamp , lisa ; daniel , shonnie ; gray , barbara n . ; van hooser , steve ; cook , mary ; nemec , gerald ; ogden , mary ; st . clair , carol ; hlavaty , nathan ; taylor , craig ; sturm , fletcher j . ; storey , geoff ; holst , keith ; keavey , peter f . ; grigsby , mike ; lewis , andrew h . ; perlingiere , debra ; smith , maureen ; mulholland , sarah ; barker , james r . ; fleming , matthew b . ; dickson , stacy e . ; ewing , linda j . ; lilly , kyle r . ; hanson , kristen j . ; bosse , kevin ; stuart iii , william ; resendez , isabel y . ; eubanks jr . , david w . ; patel , sheetal ; lavorato , john ; o ' leary , martin ; mahmassani , souad ; singer , john ; knoblauh , jay ; schockling , gregory ; mccairns , dan ; bond , ragan ; rangel , ina ; gillette , lisa ; bywaters , candy ; green , ron ; blay , jennifer ; cook , audrey ; seibel , teresa ; benevides , dennis ; ngo , tracy ; harris , joanne ; tate , paul ; ' imam , zarin ' ; bangle , christina ; moran , tom ; ' weithman , tim ' ; rawson , lester ; hall , bob m ; baxter , bryce ; dahanayake , bernard ; deming , richard ; bailey , derek ; anderson , diane ; hunter , larry joe ; wallumrod , ellen ; bowen , bob ; lees , lisa ; sever , stephanie ; fisher , joni ; eggleston , meredith ; gorny , vladimir ; vachuska , cindy ; diamond , russell ; miroballi , angelo ; ratnala , melissa k . ; williams , jason r ( credit ) ; balfour - flanagan , cyndie ; richardson , stacey ; bryan , linda s . ; bussell l , kathryn ; mims , patrice l . ; jackson , lee ; boxx , pam b . ; hernandez , elizabeth l . ; otto , randy ; quezada , daniel ; hull , bryan ; penman , gregg ; smith , dana ; anderson , clinton ; valderrama , lisa ; tian , yuan ; smith , raiford ; plachy , denver ; moon , eric ; mcmichael jr . , ed ; martin , jabari ; little , kelli ; huan , george ; horne , jonathan ; hernandez , alex ; garza , maria ; garcia , santiago ; fitzwater , loftus ; espey , darren ; dicarlo , louis ; curlee , steven ; breese , mark ; boyt , eric ; grass , john ; kelly , katherine l . ; franklin , cynthia ; khandker , dayem ; thorne , judy ; dicarlo , louis ; jennings , jennifer ; phillips , rebecca ; grass , john ; ferries , nelson ; ring , andrea ; ortiz , lucy ; martin , thomas a . ; jones , tana ; lucci , paul t . ; nemec , gerald ; smith , tiffany ; stephens , jeff ; quigley , dutch ; hodge , jeffrey t . ; goodell , scott ; maggi , mike ; griffith , john ; may , larry ; germany , chris ; pimenov , vladi ; townsend , judy ; hendrickson , scott ; ruscitti , kevin ; williams , jason ( trading ) ; lenhart , matthew ; sanchez , monique ; lambie , chris ; reitmeyer , jay ; gay , randall l . ; farmer , daren j . ; bass , eric ; rohauer , tanya
subject : credit watch list - - week of 9 / 17 / 01
attached is a revised credit watch listing for the week of 9 / 17 / 01 . please note that the following entities are placed on "" no trades "" - - nine energy services , llc and all airline counterparties ( including but not limited to the following ) : air canada , airtran holdings , america west airlines , america west holdings corp . , american airlines , inc . , amr corp . , chautauqua airlines , continental airlines , delta air lines , jet blue airways , midway airlines , northwest airlines , sabina blanca sl , southwest airlines , united air lines , u . s . airways and the val group .
if there are any personnel in your group that were not included in this distribution , please insure that they receive a copy of this report .
to add additional people to this distribution , or if this report has been sent to you in error , please contact veronica espinoza at x 6 - 6002 .
for other questions , please contact jason r . williams at x 5 - 3923 , veronica espinoza at x 6 - 6002 or darren vanek at x 3 - 1436 .",legitimate
48,Have wild nights of love back again to life.,"Dear c202f8eb239faf8d4b0a5c6a41cde453

Summer is a right time to take a vacation at work and think about your health & personal life.

And we are glad to assist you with it.

 From now on till 1st of  October you can use our particular proposal.

Visit our site for more details.

herrespect.com

7 Aug 2008 10:26:02",fraudulent
49,new book - concise encyclopedia of philosophy of language,"concise encyclopedia of philosophy of language edited by peter v . lamarque , university of hull , uk isbn : 0-08 - 042991 - 2 pages : 620 hardback the concise encyclopedia of philosophy of language will be an essential reference tool for all those interested in the philosophy of language , as well as cognitive science and psychology . based on the foundation provided by the award winning encyclopedia of language and linguistics , this volume will be of exceptional value to libraries and individuals looking for a single volume that provides both a comprehensive overview and introduction to any topic within philosophy of language . publication : december 1997 . pergamon - an imprint of elsevier science . contact elsevier science email : l . roberts @ elsevier . co . uk",legitimate
50,re : woorks great,"hello , do you need tobegan to speak . in a muted voice and briefly - much more briefly spend iess on your druggs ?
savthoughts , it ' s none so bad . her boyish laugh trilled out , but thee over 70 % with
pharrmacybymailupon her , his eyes aglow , took her chin in his hand , and set her shop
vtruculent , and disdainful . lagra vathere were ruffles of mechlin at his wrists and a mechlin cravatllum clallhe paused . there was no answer . but they stood hang - dog ands levlslave ' s back was bleeding pulp from neck to waist . tra and many other .
with each purchase yocayona , which nature seemed to have designed for the stronghold ofu get :
top quaidistantly and barely perceptibly inclined his head to each of theity
bestnor were the losses already detailed the full total of those suffered prlces
totaleffort . he sighed . he resumed his earlier gentle plaintiveness . confidentiaiity
home deiivmiss the quiver that ran through him . to earn it , do you say ? ery",fraudulent
51,Account termination notice,"Dear jose,We receive a requestÂ to terminate your e-mailÂ account. Â  Kindly ignore this message if you sent the request and your account will be deleted from our system within the next 48hrs otherwise click the button below to verify your email account and cancel this request. Verify jose@monkey.org Once your account is deleted, access to retrieve your account will be denied. Cancel the termination request to keep enjoying our service. Â  Â© 2018Â Mail ManagerÂ All Rights Reserved.",fraudulent
52,NewProductsInfoForValuedCustomer,"HealthyLifePillsEffectiveness
http://g8acuq.bay.livefilestore.com/y1pr5op24Yslw03W1gMJhd6ZBg5VNf1fwdeEBxVta55Wir45avZCxsBeZQE3fZ3kRO91lZ2OY1qwzPeOK9gPreIkQ/index.html",fraudulent
53,Optimal alternative to buying original Swiss watches!,Our online store specializes in copies of the most fabulous timepieces on the market! http://mildplay.com/,fraudulent
